:Device: HC-V1
:Location: 1234
:User: 1234
:Mechanism: TRIPOD
Timestamp,PacketNumber,Force1,Force2,Angle1,Angle2,Angle3,Angle4,Distance1,Distance2,Button1,Button2,Button3,Button4,Button5,Button6,Button7
1.098,97,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.45,1,1,1,1,1,1,1
1.098,98,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.45,1,1,1,1,1,1,1
1.115,99,1.89,-1.11,0.00,1.85,16.79,-1.14,2.44,2.45,1,1,1,1,1,1,1
1.132,100,1.89,-1.11,0.00,1.85,16.79,-1.14,2.44,2.45,1,1,1,1,1,1,1
1.132,101,1.89,-1.11,0.00,1.85,16.79,-1.14,2.34,2.40,1,1,1,1,1,1,1
1.148,102,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.46,1,1,1,1,1,1,1
1.165,103,1.89,-1.11,0.00,1.85,16.79,-1.14,2.45,2.46,1,1,1,1,1,1,1
1.165,104,1.89,-1.11,0.00,1.85,16.79,-1.14,2.45,2.45,1,1,1,1,1,1,1
1.181,105,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.45,1,1,1,1,1,1,1
1.198,106,1.89,-1.11,0.00,1.85,16.79,-1.14,2.43,2.45,1,1,1,1,1,1,1
1.199,107,1.89,-1.11,0.00,1.85,16.79,-1.14,2.35,2.39,1,1,1,1,1,1,1
1.215,108,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.45,1,1,1,1,1,1,1
1.215,109,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.42,1,1,1,1,1,1,1
1.248,110,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.45,1,1,1,1,1,1,1
1.281,111,1.89,-1.11,0.00,1.85,16.79,-1.14,2.43,2.43,1,1,1,1,1,1,1
1.298,112,1.89,-1.11,0.00,1.85,16.79,-1.14,2.44,2.42,1,1,1,1,1,1,1
1.298,113,1.89,-1.11,0.00,1.85,16.79,-1.14,2.43,2.45,1,1,1,1,1,1,1
1.298,114,1.89,-1.11,0.00,1.85,16.79,-1.14,2.49,2.43,1,1,1,1,1,1,1
1.298,115,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.41,1,1,1,1,1,1,1
1.315,116,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.45,1,1,1,1,1,1,1
1.315,117,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.45,1,1,1,1,1,1,1
